State,Animal Name,Facts,Characteristics
New Jersey,Arctic Char,"{""Prey"": ""Insects, Salmon Eggs, Zooplankton, Snails, Freshwater Shrimp, Smaller Fish"", ""Name Of Young"": ""Hatchling"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Arctic char is the northern-most fish; no other fish lives anywhere further north!"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""Predators"", ""Most Distinctive Feature"": ""Colorful underbelly that ranges from red to yellow depending on the time of year and the local conditions."", ""Other Name(s)"": ""Arctic Charr, Alpine Trout, Sea Trout, Alpine Char, Golets"", ""Gestation Period"": ""2-5 months"", ""Litter Size"": ""2500-8500 eggs"", ""Habitat"": ""Ocean for mating and spawning, freshwater at other times"", ""Predators"": ""Sea Otters, Humans, Larger Fish (Including Larger Char)"", ""Diet"": ""Carnivore"", ""Type"": ""Fish"", ""Common Name"": ""Arctic Char"", ""Location"": ""Northern lakes, rivers, and oceans"", ""Group"": ""Solitary except when mating""}","{""Color"": ""BrownGreyYellowRedBlackGoldGreenOrangePinkDark GreyMulti-coloredPale Rose"", ""Skin Type"": ""Scales"", ""Top Speed"": ""1.16 mph"", ""Lifespan"": ""20+ Years"", ""Weight"": ""7oz-20lbs"", ""Length"": ""3\""-38\"""", ""Age of Sexual Maturity"": ""4-10 years"", ""Age of Weaning"": ""0 (immediately at birth)""}"
New Jersey,Armyworm,"{""Name Of Young"": ""larva"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""They are so named because they \""march\"" in armies of worms from one crop to another in search of food"", ""Biggest Threat"": ""pest control"", ""Most Distinctive Feature"": ""Five stripes of various colors running the length of the body"", ""Other Name(s)"": ""true armyworm moth, white-speck moth, common armyworm or rice armyworm"", ""Gestation Period"": ""3.5 to 6.5 days (egg to larva)"", ""Wingspan"": ""1.5 inches"", ""Litter Size"": ""500 to 1500 eggs per adult female"", ""Habitat"": ""Agricultural crops and weedy grasses"", ""Predators"": ""humans with pesticide treatments, bats, ground beetles, ants, spiders, bobolink blackbirds, starlings, crows; wasp and fly parasitoids; bacterial and fungal diseases"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""armyworm"", ""Number Of Species"": ""30"", ""Location"": ""Americas, southern Europe, central Africa, and western Asia"", ""Group"": ""solitary""}","{""Color"": ""Olive-GreyGrey-Brown"", ""Skin Type"": ""Hair"", ""Top Speed"": ""62 mph"", ""Lifespan"": ""36-95 days"", ""Weight"": ""0.026 to 0.18 grams"", ""Length"": ""0.063in to 1.5in larvae, 1.5in wingspan as adult"", ""Age of Sexual Maturity"": ""30-50 days""}"
New Jersey,Atlantic Cod,"{""Prey"": ""Invertebrates and fish like herring, capelin, mackerel, and small haddock"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""School"", ""Fun Fact"": ""The Atlantic cod is one of the most popular food fishes in the world!"", ""Biggest Threat"": ""Overfishing"", ""Most Distinctive Feature"": ""Single barbel on its chin"", ""Other Name(s)"": ""Cod, codling"", ""Average Spawn Size"": ""3 to 9 million eggs"", ""Predators"": ""Sharks, marine mammals, humans"", ""Lifestyle"": ""Crepuscular"", ""Number Of Species"": ""1"", ""Slogan"": ""One of the most popular food fishes in the world""}","{""Color"": ""BrownGreyGreen"", ""Skin Type"": ""Scales"", ""Age of Sexual Maturity"": ""2-3 years old"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Jersey,Bagworm Moth Caterpillar,"{""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Infestation"", ""Fun Fact"": ""Bagworm moth caterpillars build protective cases around themselves that occasionally resemble tiny log cabins!"", ""Biggest Threat"": ""Birds"", ""Most Distinctive Feature"": ""They build protective cases around themselves in addition to cocoons"", ""Wingspan"": ""Between 0.47 and 1.42 inches"", ""Habitat"": ""Deciduous and coniferous forests, any area with appropriate plant life"", ""Predators"": ""Birds, wasps"", ""Diet"": ""Herbivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Leaves, needles, fruits, flowers"", ""Origin"": ""North America"", ""Number Of Species"": ""1350"", ""Slogan"": ""They continually enlarge their protective cases"", ""Group"": ""Army""}","{""Color"": ""YellowBlack"", ""Skin Type"": ""Exoskeleton"", ""Length"": ""Up to 1.5 inches"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Jersey,Beewolf wasp,"{""Main Prey"": ""Bees"", ""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Beewolf wasps hunt bees to feed to their young!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Venomous stinger"", ""Other Name(s)"": ""Beewolf, bee-hunter, bee-killer wasp"", ""Habitat"": ""Soil"", ""Predators"": ""Birds, insects, reptiles, amphibians, mammals"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Nectar, pollen"", ""Common Name"": ""Beewolf"", ""Special Features"": ""Venomous stinger"", ""Number Of Species"": ""136"", ""Location"": ""North America, South America, Europe, Africa, Asia"", ""Slogan"": ""They hunt bees"", ""Group"": ""Swarm"", ""Nesting Location"": ""Soil/ground""}","{""Color"": ""YellowBlackDark BrownBlack-Brown"", ""Skin Type"": ""Exoskeleton"", ""Venomous"": ""Yes"", ""Aggression"": ""High""}"
New Jersey,Blue Tang,"{""Name Of Young"": ""Fry"", ""Group Behavior"": ""Solitary/SchoolPair"", ""Fun Fact"": ""The blue tang has caudal spines that resemble a surgeon's scalpel!"", ""Most Distinctive Feature"": ""Caudal spines"", ""Other Name(s)"": ""Blue tang surgeonfish, Atlantic blue tang, blue doctor, yellow doctor, blue barber, yellow barber, blue doctorfish"", ""Predators"": ""Reef sharks, large carnivorous fish like tuna, tiger groupers, bar jacks, snappers"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Atlantic blue tang"", ""Number Of Species"": ""1"", ""Slogan"": ""One of the most colorful members of the genus Acanthurus"", ""Group"": ""School""}","{""Color"": ""YellowBlue"", ""Skin Type"": ""Scales"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Jersey,Brook Trout,"{""Prey"": ""Opportunistic"", ""Main Prey"": ""insects, amphibians, invertebrates, minnows, and other smaller fish"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""SolitaryGroup"", ""Fun Fact"": ""The Brook Trout is actually part of the salmon family, making it not technically a trout."", ""Biggest Threat"": ""Human Development"", ""Other Name(s)"": ""Speckled Trout, Brook Char, Coaster Trout"", ""Gestation Period"": ""90-100 days"", ""Optimum pH Level"": ""6.5-8.0"", ""Incubation Period"": ""41-44 days"", ""Age Of Independence"": ""two years"", ""Average Spawn Size"": ""100-400eggs"", ""Predators"": ""Snakes, Heron, Kingfishers, Otters, Snapping Turtles"", ""Diet"": ""Carnivore"", ""Location"": ""North America""}","{""Color"": ""YellowRedGoldOrangeOlive-GreyGolden"", ""Skin Type"": ""Scales"", ""Lifespan"": ""Up to 6 years"", ""Weight"": ""1-7 pounds"", ""Length"": ""10-25 inches"", ""Age of Sexual Maturity"": ""Two-three years"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Jersey,Clearnose Skate,"{""Prey"": ""Crustaceans, mollusks, small fish, worms"", ""Main Prey"": ""Crustaceans"", ""Name Of Young"": ""Pup"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""They have spines on their backs!"", ""Biggest Threat"": ""Overfishing"", ""Most Distinctive Feature"": ""Translucent nose patches"", ""Other Name(s)"": ""Brier skate, summer skate"", ""Incubation Period"": ""62-96 days"", ""Average Spawn Size"": ""30 pairs of eggs"", ""Predators"": ""Sharks, large carnivorous fish, humans"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""Nocturnal"", ""Common Name"": ""Clearnose skate"", ""Number Of Species"": ""1"", ""Slogan"": ""The skate with translucent nose patches""}","{""Color"": ""BrownGreyWhite"", ""Skin Type"": ""Skin"", ""Age of Sexual Maturity"": ""2-4 years for males, 4-6 years for females"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Jersey,Common Yellowthroat,"{""Prey"": ""Insects, spiders, larvae, invertebrates"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/PairsFlocks"", ""Fun Fact"": ""The Common Yellowthroat stays close to the ground and uses stealth to survive!"", ""Estimated Population Size"": ""77 million mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Black mask rimmed in white above"", ""Distinctive Feature"": ""Bright yellow bib and underparts; olive-brown upper parts; sharp, pointed black bill; black eyes; pinkish legs and feet; females lack mask"", ""Other Name(s)"": ""Maryland Yellowthroat, Mascarita com\u00fan (Spanish), Paruline masque (French)"", ""Wingspan"": ""5.9 - 7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Fledgling"": ""10 - 12 days"", ""Habitat"": ""Marshes, wetlands, open pine forests, grasslands, prairies, shrublands, other areas with dense, low vegetation"", ""Predators"": ""Hawks, falcons, Loggerhead Shrikes, raccoons, mice, chipmunks, snakes, skunks, opossums"", ""Diet"": ""Insectivore"", ""Lifestyle"": ""DiurnalSolitaryFlockPair"", ""Favorite Food"": ""Insects"", ""Common Name"": ""Common Yellowthroat"", ""Special Features"": ""Black mask with white rim above; bright yellow underparts"", ""Number Of Species"": ""1"", ""Location"": ""North America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground or near the ground in dense vegetation"", ""Migratory"": ""1""}","{""Color"": ""BrownYellowBlackWhiteOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""10 years"", ""Weight"": ""0.3 ounces"", ""Length"": ""4.3 - 5.1 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Jersey,Corn Snake,"{""Prey"": ""Rats, mice, baby birds, eggs"", ""Main Prey"": ""Rats and mice"", ""Name Of Young"": ""Hatchling"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Corn snakes are partly arboreal and are excellent climbers."", ""Most Distinctive Feature"": ""Shield pattern on their back, and"", ""Other Name(s)"": ""Red cornsnake, chicken snake, red rat snake, eastern corn snake."", ""Temperament"": ""Relatively docile"", ""Litter Size"": ""10-30"", ""Habitat"": ""Forested areas, fields, swamps, hardwood hammocks, neighborhoods bordering habitat."", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""Diurnalor Nocturnal Depending on Region and Season"", ""Favorite Food"": ""Rats and mice"", ""Common Name"": ""Corn snake, red rat snake, eastern red rat snake, Slowinski's rat snake, ."", ""Number Of Species"": ""2""}","{""Color"": ""BrownGreyRedBeigeLight-Brown"", ""Skin Type"": ""Scales"", ""Lifespan"": ""15 years in captivity, less in the wild""}"
New Jersey,De Kay’s Brown Snake,"""""",{}
New Jersey,Eastern Chipmunk,"{""Prey"": ""Insects and worms"", ""Name Of Young"": ""pup"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The name chipmunk is derived from an Ojibwe word that means \u201cone who descends the trees headfirst.\u201d"", ""Biggest Threat"": ""Predators"", ""Most Distinctive Feature"": ""The dark brown and white stripes down the back"", ""Gestation Period"": ""35 days"", ""Litter Size"": ""two to five"", ""Habitat"": ""Urban and suburban parks, backyards, human habitations, deciduous woods"", ""Predators"": ""Foxes, bobcats, birds of prey, coyotes, dogs and cats, raccoons, red squirrels, mustelids"", ""Diet"": ""Herbivore"", ""Type"": ""mammal"", ""Common Name"": ""Eastern Chipmunk"", ""Number Of Species"": ""1"", ""Location"": ""United States east of the Mississippi River and southern Canada"", ""Group"": ""solitary""}","{""Color"": ""YellowWhiteDark BrownGrey-Brown"", ""Skin Type"": ""Fur"", ""Top Speed"": ""18 mph"", ""Lifespan"": ""two to eight years"", ""Weight"": ""2.33 to 5.30 ounces"", ""Length"": ""10 to 12 inches"", ""Age of Sexual Maturity"": ""six months for females, eight months for males"", ""Age of Weaning"": ""40 days""}"
New Jersey,Eastern Fence Lizard,"{""Prey"": ""insects, arachnids, and arthropods"", ""Name Of Young"": ""hatchling"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Females are usually larger than males."", ""Estimated Population Size"": ""over 1,000,000"", ""Biggest Threat"": ""habitat loss"", ""Most Distinctive Feature"": ""spiny scales, wavelike markings"", ""Other Name(s)"": ""fence lizard, plateau lizard, prairie lizard"", ""Gestation Period"": ""8-10 weeks"", ""Litter Size"": ""3-16"", ""Habitat"": ""forest, grassland, and shrublands"", ""Predators"": ""snakes, birds, larger lizards, cats"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""Diurnal"", ""Type"": ""reptile"", ""Common Name"": ""Eastern fence lizard"", ""Number Of Species"": ""7"", ""Location"": ""parts of the United States, Mexico"", ""Group"": ""lounge""}","{""Color"": ""BrownGreyBlueBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""2-5 years"", ""Weight"": ""15g"", ""Length"": ""4-7 inches"", ""Age of Sexual Maturity"": ""1-2 years""}"
New Jersey,Eastern Hognose Snake,"{""Prey"": ""Frogs, lizards, toads, rodents"", ""Main Prey"": ""Toads"", ""Name Of Young"": ""hatchling"", ""Group Behavior"": ""SolitarySolitary except during mating seasonCommunal Dens"", ""Fun Fact"": ""Eastern hognose snakes are venomous, but only to frogs and toads."", ""Biggest Threat"": ""Habitat destruction"", ""Most Distinctive Feature"": ""Upturned scale on the snout"", ""Other Name(s)"": ""spreading adder, spread'em outer, adder, bastard rattlesnake, black adder, black blowing viper, black hog-nosed snake, black viper snake, blauser, blowing adder, blow snake, buckwheat-nose snake, calico snake, checkered adder, chunk head, common hog-nosed snake, common spreading adder, deaf adder, eastern hognose snake, flat-head, flat-head adder, hay-nose snake, hissing adder, hissing snake, hog-nosed adder, hog-nosed rattler, hog-nose snake, hog-nosed viper, hissing viper, (mountain) moccasin, North American adder, North American hog-nosed snake, pilot, poison viper, puff(ing) adder, red snake, rock adder, rossel bastard, sand adder, sand viper, spotted (spreading) adder, spread nelly, spread-head moccasin, spread-head snake, spread-head viper, flat-head adder viper"", ""Gestation Period"": ""2 months"", ""Lifestyle"": ""Crepuscularor Nocturnal Depending on Region and Season"", ""Favorite Food"": ""Toads"", ""Common Name"": ""Eastern hognose snake"", ""Location"": ""Eastern United States and southern Ontrario, Canada"", ""Average Clutch Size"": ""25"", ""Nesting Location"": ""Sand, loose soil, rotten wood""}","{""Color"": ""BrownGreyYellowRedBlackTanGreenDark BrownCream"", ""Skin Type"": ""Scales"", ""Lifespan"": ""12-18 years"", ""Length"": ""24-33 inches"", ""Age of Sexual Maturity"": ""2-3 years"", ""Venomous"": ""Yes"", ""Aggression"": ""Low""}"
New Jersey,Flea,"{""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Adult fleas can jump up to 7 inches in the air"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""None"", ""Most Distinctive Feature"": ""The long legs"", ""Gestation Period"": ""A week"", ""Litter Size"": ""25-40 eggs per day"", ""Habitat"": ""Mammal and bird hosts in various habitats"", ""Predators"": ""Insects, spiders, lizards, snakes, and frogs"", ""Diet"": ""Carnivore"", ""Favorite Food"": ""Blood and other organic matter"", ""Type"": ""Insect"", ""Common Name"": ""Flea"", ""Number Of Species"": ""1998"", ""Location"": ""Worldwide""}","{""Color"": ""BrownRedBlack"", ""Skin Type"": ""Exoskeleton"", ""Top Speed"": ""4.25 mph"", ""Lifespan"": ""A few months to a year"", ""Weight"": ""1mg"", ""Length"": ""1.5-3.3mm (0.1in)"", ""Age of Sexual Maturity"": ""3-4 weeks""}"
New Jersey,Fox Squirrel,"{""Prey"": ""Insects, bird eggs"", ""Name Of Young"": ""Juveniles"", ""Group Behavior"": ""Social"", ""Fun Fact"": ""Although it is a tree squirrel, it spends most of its time on the ground."", ""Biggest Threat"": ""Overhunting, forest destruction"", ""Most Distinctive Feature"": ""Large size and large, bushy tail"", ""Other Name(s)"": ""Bryant's fox, eastern fox, stump-eared, racoon, and monkey-faced squirrel"", ""Gestation Period"": ""44-45 days"", ""Litter Size"": ""2-4"", ""Habitat"": ""Leaf nests and tree dens"", ""Predators"": ""Birds of prey, carnivorous mammals"", ""Diet"": ""Omnivore"", ""Type"": ""rodent"", ""Common Name"": ""fox squirrel"", ""Number Of Species"": ""10"", ""Location"": ""Eastern and central United States"", ""Group"": ""social""}","{""Color"": ""BrownGrey-Brown"", ""Skin Type"": ""Fur"", ""Top Speed"": ""17 mph"", ""Lifespan"": ""6-12.6 years"", ""Length"": ""21 inches"", ""Age of Sexual Maturity"": ""10-11 months"", ""Age of Weaning"": ""2 months""}"
New Jersey,Groundhog (Woodchuck),"""""",{}
New Jersey,Jack Crevalle,"{""Main Prey"": ""Smaller fishes"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""Solitary/School"", ""Fun Fact"": ""The jack crevalle is a highly aggressive predator!"", ""Biggest Threat"": ""Sharks"", ""Most Distinctive Feature"": ""Aggressive nature"", ""Other Name(s)"": ""Crevalle jack, common jack, blacktailed trevally, couvalli jack, black cavalli, yellow cavalli"", ""Average Spawn Size"": ""Up to one million eggs"", ""Predators"": ""Sharks, bigger fish like marlins, barracudas, seabirds"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Crevalle jack"", ""Number Of Species"": ""1"", ""Slogan"": ""One of the biggest species in the Caranx genus"", ""Group"": ""School"", ""Migratory"": ""1""}","{""Color"": ""BlueGreenSilverOlive"", ""Skin Type"": ""Scales"", ""Age of Sexual Maturity"": ""Four to five years (males), five to six years (females)"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
New Jersey,Kentucky Warbler,"{""Prey"": ""Insects, spiders, invertebrates, larvae"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Pair"", ""Fun Fact"": ""The Kentucky Warbler appears to wear bright yellow cat-eye glasses!"", ""Estimated Population Size"": ""2,600,000 mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Bright yellow spectacles"", ""Distinctive Feature"": ""Olive plumage on upper parts; bright yellow plumage underneath; black cap and neck on males; dark cap and neck, but not black, on females"", ""Temperament"": ""Territorial"", ""Wingspan"": ""7.9 to 8.7 inches"", ""Incubation Period"": ""12 to 13 days"", ""Age Of Fledgling"": ""8 to 10 days"", ""Habitat"": ""Deciduous forest with dense undergrowth"", ""Predators"": ""Snakes"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects"", ""Special Features"": ""Bright yellow spectacles; black cap on males; olive plumage on upper parts; bright yellow plumage below; long, pointed bill"", ""Number Of Species"": ""1"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground, usually near a bush or plant that provides cover"", ""Migratory"": ""1""}","{""Color"": ""YellowBlackOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""6.5 to 8 years"", ""Weight"": ""0.5 ounces"", ""Length"": ""5.1 to 5.25 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
